Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 10 Aug 2012 (32),Willem II Tilburg (1),1-1,0-0,NAC Breda (1)
?,(Sat) 11 Aug 2012 (32),Heracles Almelo (1),1-1,1-1,VVV Venlo (1)
?,(Sat) 11 Aug 2012 (32),Roda JC Kerkrade (1),1-1,0-1,PEC Zwolle (1)
?,(Sat) 11 Aug 2012 (32),RKC Waalwijk (1),3-2,2-1,PSV Eindhoven (1)
?,(Sun) 12 Aug 2012 (32),Ajax Amsterdam (1),2-2,1-0,AZ Alkmaar (1)
?,(Sun) 12 Aug 2012 (32),SC Heerenveen (1),0-2,0-2,NEC Nijmegen (1)
?,(Sun) 12 Aug 2012 (32),FC Twente (1),4-1,2-0,FC Groningen (1)
?,(Sun) 12 Aug 2012 (32),FC Utrecht (1),0-1,0-1,Feyenoord Rotterdam (1)
?,(Sun) 12 Aug 2012 (32),Vitesse Arnhem (1),2-2,0-0,ADO Den Haag (1)
?,(Sat) 18 Aug 2012 (33),Feyenoord Rotterdam (2),1-1,0-0,SC Heerenveen (2)
?,(Sat) 18 Aug 2012 (33),NAC Breda (2),0-1,0-0,FC Twente (2)
?,(Sat) 18 Aug 2012 (33),PSV Eindhoven (2),5-0,1-0,Roda JC Kerkrade (2)
?,(Sat) 18 Aug 2012 (33),VVV Venlo (2),1-3,1-1,FC Utrecht (2)
?,(Sat) 18 Aug 2012 (33),PEC Zwolle (2),0-1,0-0,Vitesse Arnhem (2)
?,(Sun) 19 Aug 2012 (33),AZ Alkmaar (2),3-1,2-0,Heracles Almelo (2)
?,(Sun) 19 Aug 2012 (33),ADO Den Haag (2),2-2,1-1,RKC Waalwijk (2)
?,(Sun) 19 Aug 2012 (33),FC Groningen (2),1-1,1-0,Willem II Tilburg (2)
?,(Sun) 19 Aug 2012 (33),NEC Nijmegen (2),1-6,0-4,Ajax Amsterdam (2)
?,(Fri) 24 Aug 2012 (34),RKC Waalwijk (3),1-0,0-0,Roda JC Kerkrade (3)
?,(Sat) 25 Aug 2012 (34),Ajax Amsterdam (3),5-0,3-0,NAC Breda (3)
?,(Sat) 25 Aug 2012 (34),Heracles Almelo (3),1-2,0-2,Feyenoord Rotterdam (3)
?,(Sat) 25 Aug 2012 (34),FC Utrecht (3),1-1,1-0,PEC Zwolle (3)
?,(Sat) 25 Aug 2012 (34),VVV Venlo (3),2-4,1-1,ADO Den Haag (3)
?,(Sun) 26 Aug 2012 (34),AZ Alkmaar (3),0-0,0-0,SC Heerenveen (3)
?,(Sun) 26 Aug 2012 (34),FC Groningen (3),1-3,0-1,PSV Eindhoven (3)
?,(Sun) 26 Aug 2012 (34),NEC Nijmegen (3),1-3,0-3,FC Twente (3)
?,(Sun) 26 Aug 2012 (34),Willem II Tilburg (3),0-2,0-1,Vitesse Arnhem (3)
?,(Fri) 31 Aug 2012 (35),ADO Den Haag (4),0-1,0-1,FC Groningen (4)
?,(Sat) 1 Sep 2012 (35),NAC Breda (4),1-1,1-0,FC Utrecht (4)
?,(Sat) 1 Sep 2012 (35),Roda JC Kerkrade (4),3-0,1-0,Willem II Tilburg (4)
?,(Sat) 1 Sep 2012 (35),RKC Waalwijk (4),1-1,1-1,Heracles Almelo (4)
?,(Sat) 1 Sep 2012 (35),PEC Zwolle (4),0-4,0-2,NEC Nijmegen (4)
?,(Sun) 2 Sep 2012 (35),SC Heerenveen (4),2-2,2-1,Ajax Amsterdam (4)
?,(Sun) 2 Sep 2012 (35),PSV Eindhoven (4),5-1,1-1,AZ Alkmaar (4)
?,(Sun) 2 Sep 2012 (35),FC Twente (4),1-0,0-0,VVV Venlo (4)
?,(Sun) 2 Sep 2012 (35),Vitesse Arnhem (4),1-0,0-0,Feyenoord Rotterdam (4)
?,(Sat) 15 Sep 2012 (37),Ajax Amsterdam (5),2-0,0-0,RKC Waalwijk (5)
?,(Sat) 15 Sep 2012 (37),Feyenoord Rotterdam (5),2-0,0-0,PEC Zwolle (5)
?,(Sat) 15 Sep 2012 (37),SC Heerenveen (5),1-3,0-3,ADO Den Haag (5)
?,(Sat) 15 Sep 2012 (37),VVV Venlo (5),2-2,0-1,NEC Nijmegen (5)
?,(Sat) 15 Sep 2012 (37),Willem II Tilburg (5),2-6,0-2,FC Twente (5)
?,(Sun) 16 Sep 2012 (37),AZ Alkmaar (5),4-0,3-0,Roda JC Kerkrade (5)
?,(Sun) 16 Sep 2012 (37),FC Groningen (5),0-3,0-0,Vitesse Arnhem (5)
?,(Sun) 16 Sep 2012 (37),Heracles Almelo (5),2-1,0-1,NAC Breda (5)
?,(Sun) 16 Sep 2012 (37),FC Utrecht (5),1-0,0-0,PSV Eindhoven (5)
?,(Fri) 21 Sep 2012 (38),Roda JC Kerkrade (6),0-1,0-1,FC Utrecht (6)
