Round,Date,Team 1,FT,HT,Team 2
?,(Fri) 13 Aug 2004 (32),Roda JC Kerkrade (1),2-3,2-1,Vitesse Arnhem (1)
?,(Sat) 14 Aug 2004 (32),AZ Alkmaar (1),1-1,1-0,SC Heerenveen (1)
?,(Sat) 14 Aug 2004 (32),NAC Breda (1),3-2,1-2,FC Utrecht (1)
?,(Sat) 14 Aug 2004 (32),NEC Nijmegen (1),2-0,2-0,Willem II Tilburg (1)
?,(Sat) 14 Aug 2004 (32),RBC Roosendaal (1),2-5,2-1,PSV Eindhoven (1)
?,(Sun) 15 Aug 2004 (32),FC Den Bosch (1),1-0,0-0,ADO Den Haag (1)
?,(Sun) 15 Aug 2004 (32),Feyenoord Rotterdam (1),6-1,2-1,BV De Graafschap (1)
?,(Sun) 15 Aug 2004 (32),FC Groningen (1),0-0,0-0,RKC Waalwijk (1)
?,(Sun) 15 Aug 2004 (32),FC Twente (1),2-3,0-2,Ajax Amsterdam (1)
?,(Fri) 20 Aug 2004 (33),Vitesse Arnhem (2),1-0,1-0,FC Groningen (2)
?,(Sat) 21 Aug 2004 (33),ADO Den Haag (2),1-2,1-0,NEC Nijmegen (2)
?,(Sat) 21 Aug 2004 (33),SC Heerenveen (2),3-4,1-2,Roda JC Kerkrade (2)
?,(Sat) 21 Aug 2004 (33),PSV Eindhoven (2),5-1,1-0,AZ Alkmaar (2)
?,(Sat) 21 Aug 2004 (33),RKC Waalwijk (2),1-0,0-0,FC Twente (2)
?,(Sun) 22 Aug 2004 (33),Ajax Amsterdam (2),6-2,2-1,NAC Breda (2)
?,(Sun) 22 Aug 2004 (33),BV De Graafschap (2),1-1,1-1,FC Den Bosch (2)
?,(Sun) 22 Aug 2004 (33),FC Utrecht (2),5-1,1-1,RBC Roosendaal (2)
?,(Sun) 22 Aug 2004 (33),Willem II Tilburg (2),0-4,0-0,Feyenoord Rotterdam (2)
?,(Fri) 27 Aug 2004 (34),FC Den Bosch (3),1-2,0-2,Willem II Tilburg (3)
?,(Sat) 28 Aug 2004 (34),NAC Breda (3),2-2,1-1,PSV Eindhoven (3)
?,(Sat) 28 Aug 2004 (34),NEC Nijmegen (3),1-2,0-1,AZ Alkmaar (3)
?,(Sat) 28 Aug 2004 (34),Roda JC Kerkrade (3),2-1,0-1,BV De Graafschap (3)
?,(Sat) 28 Aug 2004 (34),FC Twente (3),4-1,3-1,SC Heerenveen (3)
?,(Sun) 29 Aug 2004 (34),Ajax Amsterdam (3),1-1,0-1,FC Utrecht (3)
?,(Sun) 29 Aug 2004 (34),RBC Roosendaal (3),2-2,1-1,FC Groningen (3)
